reporter_id,reporter_name,json_data
459,Peninsula Malaysia (...1963),"{""elapsedTime"": ""0.13 secs"", ""count"": 2, ""data"": [{""typeCode"": ""C"", ""freqCode"": ""A"", ""period"": 1962, ""year"": 1962, ""month"": 52, ""datasetDesc"": ""Peninsula Malaysia (...1963) CA 1962"", ""reporterCode"": 459, ""reporterISO"": ""_PM"", ""reporterDesc"": ""Peninsula Malaysia (...1963)"", ""worldShare"": 0.005054840967946661, ""isAvailable"": true, ""dataCount"": 1, ""firstReleased"": ""2003-05-19T12:20:05"", ""lastReleased"": ""2003-05-19T12:20:05"", ""created"": ""2024-05-13T21:12:45.5666667"", ""updated"": ""2024-11-07T12:08:57.8133333""}, {""typeCode"": ""C"", ""freqCode"": ""A"", ""period"": 1963, ""year"": 1963, ""month"": 52, ""datasetDesc"": ""Peninsula Malaysia (...1963) CA 1963"", ""reporterCode"": 459, ""reporterISO"": ""_PM"", ""reporterDesc"": ""Peninsula Malaysia (...1963)"", ""worldShare"": 0.0104049220619714, ""isAvailable"": true, ""dataCount"": 1, ""firstReleased"": ""2003-05-19T12:20:10"", ""lastReleased"": ""2003-05-19T12:20:10"", ""created"": ""2024-05-13T21:12:45.5666667"", ""updated"": ""2024-11-07T12:08:57.8133333""}], ""error"": """"}"
